seed,policy,provisioning_delay_epochs,miss_to_action_cost_ratio,normalized_cost,missed_event_fraction,action_rate
20260807,satcap,0,50,5.48,0.1,0.48
20260807,satcap,1,50,6.5,0.12,0.5
20260807,satcap,2,50,8.52,0.16,0.52
20260808,no_action,0,50,27.0,0.54,0.0
20260808,no_action,1,50,27.0,0.54,0.0
20260808,no_action,2,50,27.0,0.54,0.0
20260808,reactive,0,50,6.54,0.12,0.54
20260808,reactive,1,50,7.540000000000001,0.14,0.54
20260808,reactive,2,50,10.54,0.2,0.54
20260808,snapshot,0,50,6.58,0.12,0.58
20260808,snapshot,1,50,7.580000000000001,0.14,0.58
20260808,snapshot,2,50,8.58,0.16,0.58
20260808,satcap,0,50,7.780000000000001,0.14,0.78
20260808,satcap,1,50,7.760000000000001,0.14,0.76
20260808,satcap,2,50,6.78,0.12,0.78
20260809,no_action,0,50,20.0,0.4,0.0
20260809,no_action,1,50,20.0,0.4,0.0
20260809,no_action,2,50,20.0,0.4,0.0
20260809,reactive,0,50,7.400000000000001,0.14,0.4
20260809,reactive,1,50,8.4,0.16,0.4
20260809,reactive,2,50,8.38,0.16,0.38
20260809,snapshot,0,50,6.48,0.12,0.48
20260809,snapshot,1,50,7.48,0.14,0.48
20260809,snapshot,2,50,6.46,0.12,0.46
20260809,satcap,0,50,7.400000000000001,0.14,0.4
20260809,satcap,1,50,8.4,0.16,0.4
20260809,satcap,2,50,8.38,0.16,0.38
20260810,no_action,0,50,30.0,0.6,0.0
20260810,no_action,1,50,30.0,0.6,0.0
20260810,no_action,2,50,30.0,0.6,0.0
20260810,reactive,0,50,8.62,0.16,0.62
20260810,reactive,1,50,7.640000000000001,0.14,0.64
20260810,reactive,2,50,8.64,0.16,0.64
20260810,snapshot,0,50,7.580000000000001,0.14,0.58
20260810,snapshot,1,50,7.6000000000000005,0.14,0.6
20260810,snapshot,2,50,6.62,0.12,0.62
20260810,satcap,0,50,8.62,0.16,0.62
20260810,satcap,1,50,7.640000000000001,0.14,0.64
20260810,satcap,2,50,8.64,0.16,0.64
20260811,no_action,0,50,37.0,0.74,0.0
20260811,no_action,1,50,37.0,0.74,0.0
20260811,no_action,2,50,37.0,0.74,0.0
20260811,reactive,0,50,5.74,0.1,0.74
20260811,reactive,1,50,7.720000000000001,0.14,0.72
20260811,reactive,2,50,8.72,0.16,0.72
20260811,snapshot,0,50,7.680000000000001,0.14,0.68
20260811,snapshot,1,50,9.66,0.18,0.66
20260811,snapshot,2,50,12.66,0.24,0.66
20260811,satcap,0,50,5.74,0.1,0.74
20260811,satcap,1,50,7.720000000000001,0.14,0.72
20260811,satcap,2,50,8.72,0.16,0.72
20260812,no_action,0,50,34.0,0.68,0.0
20260812,no_action,1,50,34.0,0.68,0.0
20260812,no_action,2,50,34.0,0.68,0.0
20260812,reactive,0,50,4.68,0.08,0.68
20260812,reactive,1,50,8.66,0.16,0.66
20260812,reactive,2,50,11.66,0.22,0.66
20260812,snapshot,0,50,5.7,0.1,0.7
20260812,snapshot,1,50,7.700000000000001,0.14,0.7
20260812,snapshot,2,50,9.7,0.18,0.7
20260812,satcap,0,50,4.68,0.08,0.68
20260812,satcap,1,50,8.66,0.16,0.66
20260812,satcap,2,50,11.66,0.22,0.66
20260813,no_action,0,50,25.0,0.5,0.0
20260813,no_action,1,50,25.0,0.5,0.0
20260813,no_action,2,50,25.0,0.5,0.0
20260813,reactive,0,50,7.500000000000001,0.14,0.5
20260813,reactive,1,50,10.5,0.2,0.5
20260813,reactive,2,50,10.5,0.2,0.5
20260813,snapshot,0,50,9.44,0.18,0.44
20260813,snapshot,1,50,11.44,0.22,0.44
20260813,snapshot,2,50,11.44,0.22,0.44
20260813,satcap,0,50,7.500000000000001,0.14,0.5
20260813,satcap,1,50,10.5,0.2,0.5
20260813,satcap,2,50,10.5,0.2,0.5
20260814,no_action,0,50,22.0,0.44,0.0
20260814,no_action,1,50,22.0,0.44,0.0
20260814,no_action,2,50,22.0,0.44,0.0
20260814,reactive,0,50,8.46,0.16,0.46
20260814,reactive,1,50,12.46,0.24,0.46
20260814,reactive,2,50,13.48,0.26,0.48
20260814,snapshot,0,50,5.5,0.1,0.5
20260814,snapshot,1,50,10.5,0.2,0.5
20260814,snapshot,2,50,11.52,0.22,0.52
20260814,satcap,0,50,8.46,0.16,0.46
20260814,satcap,1,50,12.46,0.24,0.46
20260814,satcap,2,50,13.48,0.26,0.48
20260815,no_action,0,50,39.0,0.78,0.0
20260815,no_action,1,50,39.0,0.78,0.0
20260815,no_action,2,50,39.0,0.78,0.0
20260815,reactive,0,50,6.76,0.12,0.76
20260815,reactive,1,50,11.74,0.22,0.74
20260815,reactive,2,50,12.72,0.24,0.72
20260815,snapshot,0,50,17.54,0.34,0.54
20260815,snapshot,1,50,20.52,0.4,0.52
20260815,snapshot,2,50,18.5,0.36,0.5
20260815,satcap,0,50,6.76,0.12,0.76
20260815,satcap,1,50,11.74,0.22,0.74
20260815,satcap,2,50,12.72,0.24,0.72
20260816,no_action,0,50,31.0,0.62,0.0
20260816,no_action,1,50,31.0,0.62,0.0
20260816,no_action,2,50,31.0,0.62,0.0
20260816,reactive,0,50,11.6,0.22,0.6
20260816,reactive,1,50,14.580000000000002,0.28,0.58
20260816,reactive,2,50,13.56,0.26,0.56
20260816,snapshot,0,50,13.54,0.26,0.54
20260816,snapshot,1,50,13.54,0.26,0.54
20260816,snapshot,2,50,15.52,0.3,0.52
20260816,satcap,0,50,11.6,0.22,0.6
20260816,satcap,1,50,14.580000000000002,0.28,0.58
20260816,satcap,2,50,13.56,0.26,0.56
20260817,no_action,0,50,44.0,0.88,0.0
20260817,no_action,1,50,44.0,0.88,0.0
20260817,no_action,2,50,44.0,0.88,0.0
20260817,reactive,0,50,3.88,0.06,0.88
20260817,reactive,1,50,3.88,0.06,0.88
20260817,reactive,2,50,4.86,0.08,0.86
20260817,snapshot,0,50,39.16,0.78,0.16
20260817,snapshot,1,50,40.18,0.8,0.18
20260817,snapshot,2,50,39.2,0.78,0.2
20260817,satcap,0,50,3.88,0.06,0.88
20260817,satcap,1,50,3.88,0.06,0.88
20260817,satcap,2,50,4.86,0.08,0.86
20260818,no_action,0,50,23.0,0.46,0.0
20260818,no_action,1,50,23.0,0.46,0.0
20260818,no_action,2,50,23.0,0.46,0.0
20260818,reactive,0,50,8.46,0.16,0.46
20260818,reactive,1,50,6.46,0.12,0.46
20260818,reactive,2,50,9.46,0.18,0.46
20260818,snapshot,0,50,6.68,0.12,0.68
20260818,snapshot,1,50,3.68,0.06,0.68
20260818,snapshot,2,50,5.68,0.1,0.68
20260818,satcap,0,50,8.46,0.16,0.46
20260818,satcap,1,50,6.46,0.12,0.46
20260818,satcap,2,50,9.46,0.18,0.46
20260819,no_action,0,50,17.0,0.34,0.0
20260819,no_action,1,50,17.0,0.34,0.0
20260819,no_action,2,50,17.0,0.34,0.0
20260819,reactive,0,50,4.34,0.08,0.34
20260819,reactive,1,50,4.34,0.08,0.34
20260819,reactive,2,50,5.34,0.1,0.34
20260819,snapshot,0,50,6.3,0.12,0.3
20260819,snapshot,1,50,5.32,0.1,0.32
20260819,snapshot,2,50,7.320000000000001,0.14,0.32
20260819,satcap,0,50,4.34,0.08,0.34
20260819,satcap,1,50,4.34,0.08,0.34
20260819,satcap,2,50,5.34,0.1,0.34
20260820,no_action,0,50,49.0,0.98,0.0
20260820,no_action,1,50,49.0,0.98,0.0
20260820,no_action,2,50,49.0,0.98,0.0
20260820,reactive,0,50,1.98,0.02,0.98
20260820,reactive,1,50,1.98,0.02,0.98
20260820,reactive,2,50,1.98,0.02,0.98
20260820,snapshot,0,50,1.98,0.02,0.98
20260820,snapshot,1,50,1.98,0.02,0.98
20260820,snapshot,2,50,1.98,0.02,0.98
20260820,satcap,0,50,1.98,0.02,0.98
20260820,satcap,1,50,1.98,0.02,0.98
20260820,satcap,2,50,1.98,0.02,0.98
20260821,no_action,0,50,28.999999999999996,0.58,0.0
20260821,no_action,1,50,28.999999999999996,0.58,0.0
20260821,no_action,2,50,28.999999999999996,0.58,0.0
20260821,reactive,0,50,9.58,0.18,0.58
20260821,reactive,1,50,9.6,0.18,0.6
20260821,reactive,2,50,9.62,0.18,0.62
20260821,snapshot,0,50,4.8,0.08,0.8
20260821,snapshot,1,50,4.8,0.08,0.8
20260821,snapshot,2,50,4.8,0.08,0.8
20260821,satcap,0,50,9.58,0.18,0.58
20260821,satcap,1,50,9.6,0.18,0.6
20260821,satcap,2,50,9.62,0.18,0.62
20260822,no_action,0,50,36.0,0.72,0.0
20260822,no_action,1,50,36.0,0.72,0.0
20260822,no_action,2,50,36.0,0.72,0.0
20260822,reactive,0,50,5.72,0.1,0.72
20260822,reactive,1,50,5.74,0.1,0.74
20260822,reactive,2,50,3.76,0.06,0.76
20260822,snapshot,0,50,4.72,0.08,0.72
20260822,snapshot,1,50,7.740000000000001,0.14,0.74
20260822,snapshot,2,50,6.76,0.12,0.76
20260822,satcap,0,50,5.72,0.1,0.72
20260822,satcap,1,50,5.74,0.1,0.74
20260822,satcap,2,50,3.76,0.06,0.76
20260823,no_action,0,50,23.0,0.46,0.0
20260823,no_action,1,50,23.0,0.46,0.0
20260823,no_action,2,50,23.0,0.46,0.0
20260823,reactive,0,50,8.46,0.16,0.46
20260823,reactive,1,50,8.48,0.16,0.48
20260823,reactive,2,50,8.48,0.16,0.48
20260823,snapshot,0,50,9.44,0.18,0.44
20260823,snapshot,1,50,8.46,0.16,0.46
20260823,snapshot,2,50,11.46,0.22,0.46
20260823,satcap,0,50,13.5,0.26,0.5
20260823,satcap,1,50,14.520000000000001,0.28,0.52
20260823,satcap,2,50,10.52,0.2,0.52
20260824,no_action,0,50,32.0,0.64,0.0
20260824,no_action,1,50,32.0,0.64,0.0
20260824,no_action,2,50,32.0,0.64,0.0
20260824,reactive,0,50,7.640000000000001,0.14,0.64
20260824,reactive,1,50,8.62,0.16,0.62
20260824,reactive,2,50,10.6,0.2,0.6
20260824,snapshot,0,50,8.66,0.16,0.66
20260824,snapshot,1,50,9.64,0.18,0.64
20260824,snapshot,2,50,11.62,0.22,0.62
20260824,satcap,0,50,7.640000000000001,0.14,0.64
20260824,satcap,1,50,8.62,0.16,0.62
20260824,satcap,2,50,10.6,0.2,0.6
20260825,no_action,0,50,30.0,0.6,0.0
20260825,no_action,1,50,30.0,0.6,0.0
20260825,no_action,2,50,30.0,0.6,0.0
20260825,reactive,0,50,7.6000000000000005,0.14,0.6
20260825,reactive,1,50,10.58,0.2,0.58
20260825,reactive,2,50,9.58,0.18,0.58
20260825,snapshot,0,50,10.46,0.2,0.46
20260825,snapshot,1,50,13.44,0.26,0.44
20260825,snapshot,2,50,14.440000000000001,0.28,0.44
20260825,satcap,0,50,7.6000000000000005,0.14,0.6
20260825,satcap,1,50,10.58,0.2,0.58
20260825,satcap,2,50,9.58,0.18,0.58
20260826,no_action,0,50,34.0,0.68,0.0
20260826,no_action,1,50,34.0,0.68,0.0
20260826,no_action,2,50,34.0,0.68,0.0
20260826,reactive,0,50,6.68,0.12,0.68
20260826,reactive,1,50,9.68,0.18,0.68
20260826,reactive,2,50,10.68,0.2,0.68
20260826,snapshot,0,50,5.76,0.1,0.76
20260826,snapshot,1,50,7.780000000000001,0.14,0.78
20260826,snapshot,2,50,6.78,0.12,0.78
20260826,satcap,0,50,1.0,0.0,1.0
20260826,satcap,1,50,1.0,0.0,1.0
20260826,satcap,2,50,1.0,0.0,1.0
20260727,no_action,0,100,62.0,0.62,0.0
20260727,no_action,1,100,62.0,0.62,0.0
20260727,no_action,2,100,62.0,0.62,0.0
20260727,reactive,0,100,10.62,0.1,0.62
20260727,reactive,1,100,12.62,0.12,0.62
20260727,reactive,2,100,18.6,0.18,0.6
20260727,snapshot,0,100,10.7,0.1,0.7
20260727,snapshot,1,100,10.7,0.1,0.7
20260727,snapshot,2,100,8.7,0.08,0.7
20260727,satcap,0,100,10.62,0.1,0.62
20260727,satcap,1,100,12.62,0.12,0.62
20260727,satcap,2,100,18.6,0.18,0.6
20260728,no_action,0,100,32.0,0.32,0.0
20260728,no_action,1,100,32.0,0.32,0.0
20260728,no_action,2,100,32.0,0.32,0.0
20260728,reactive,0,100,14.300000000000002,0.14,0.3
20260728,reactive,1,100,12.3,0.12,0.3
20260728,reactive,2,100,18.3,0.18,0.3
20260728,snapshot,0,100,8.4,0.08,0.4
20260728,snapshot,1,100,8.4,0.08,0.4
20260728,snapshot,2,100,18.4,0.18,0.4
20260728,satcap,0,100,14.300000000000002,0.14,0.3
20260728,satcap,1,100,12.3,0.12,0.3
20260728,satcap,2,100,18.3,0.18,0.3
20260729,no_action,0,100,56.00000000000001,0.56,0.0
20260729,no_action,1,100,56.00000000000001,0.56,0.0
20260729,no_action,2,100,56.00000000000001,0.56,0.0
20260729,reactive,0,100,14.540000000000003,0.14,0.54
20260729,reactive,1,100,18.56,0.18,0.56
20260729,reactive,2,100,20.58,0.2,0.58
20260729,snapshot,0,100,8.74,0.08,0.74
20260729,snapshot,1,100,10.76,0.1,0.76
20260729,snapshot,2,100,14.760000000000002,0.14,0.76
20260729,satcap,0,100,8.82,0.08,0.82
20260729,satcap,1,100,10.8,0.1,0.8
20260729,satcap,2,100,12.8,0.12,0.8
20260730,no_action,0,100,62.0,0.62,0.0
20260730,no_action,1,100,62.0,0.62,0.0
20260730,no_action,2,100,62.0,0.62,0.0
20260730,reactive,0,100,10.62,0.1,0.62
20260730,reactive,1,100,18.62,0.18,0.62
20260730,reactive,2,100,18.62,0.18,0.62
20260730,snapshot,0,100,16.72,0.16,0.72
20260730,snapshot,1,100,18.72,0.18,0.72
20260730,snapshot,2,100,18.7,0.18,0.7
20260730,satcap,0,100,10.62,0.1,0.62
20260730,satcap,1,100,18.62,0.18,0.62
20260730,satcap,2,100,18.62,0.18,0.62
20260731,no_action,0,100,54.0,0.54,0.0
20260731,no_action,1,100,54.0,0.54,0.0
20260731,no_action,2,100,54.0,0.54,0.0
20260731,reactive,0,100,10.54,0.1,0.54
20260731,reactive,1,100,14.520000000000001,0.14,0.52
20260731,reactive,2,100,18.52,0.18,0.52
20260731,snapshot,0,100,6.76,0.06,0.76
20260731,snapshot,1,100,4.76,0.04,0.76
20260731,snapshot,2,100,10.76,0.1,0.76
20260731,satcap,0,100,10.54,0.1,0.54
20260731,satcap,1,100,14.520000000000001,0.14,0.52
20260731,satcap,2,100,18.52,0.18,0.52
20260732,no_action,0,100,66.0,0.66,0.0
20260732,no_action,1,100,66.0,0.66,0.0
20260732,no_action,2,100,66.0,0.66,0.0
20260732,reactive,0,100,16.66,0.16,0.66
20260732,reactive,1,100,20.66,0.2,0.66
20260732,reactive,2,100,28.660000000000004,0.28,0.66
20260732,snapshot,0,100,20.6,0.2,0.6
20260732,snapshot,1,100,22.6,0.22,0.6
20260732,snapshot,2,100,30.6,0.3,0.6
20260732,satcap,0,100,16.66,0.16,0.66
20260732,satcap,1,100,20.66,0.2,0.66
20260732,satcap,2,100,28.660000000000004,0.28,0.66
20260733,no_action,0,100,68.0,0.68,0.0
20260733,no_action,1,100,68.0,0.68,0.0
20260733,no_action,2,100,68.0,0.68,0.0
20260733,reactive,0,100,10.68,0.1,0.68
20260733,reactive,1,100,12.68,0.12,0.68
20260733,reactive,2,100,16.68,0.16,0.68
20260733,snapshot,0,100,14.680000000000001,0.14,0.68
20260733,snapshot,1,100,16.68,0.16,0.68
20260733,snapshot,2,100,22.68,0.22,0.68
20260733,satcap,0,100,10.68,0.1,0.68
20260733,satcap,1,100,12.68,0.12,0.68
20260733,satcap,2,100,16.68,0.16,0.68
20260734,no_action,0,100,56.00000000000001,0.56,0.0
20260734,no_action,1,100,56.00000000000001,0.56,0.0
20260734,no_action,2,100,56.00000000000001,0.56,0.0
20260734,reactive,0,100,14.540000000000003,0.14,0.54
20260734,reactive,1,100,22.52,0.22,0.52
20260734,reactive,2,100,22.5,0.22,0.5
20260734,snapshot,0,100,6.78,0.06,0.78
20260734,snapshot,1,100,10.76,0.1,0.76
20260734,snapshot,2,100,10.74,0.1,0.74
20260734,satcap,0,100,14.540000000000003,0.14,0.54
20260734,satcap,1,100,22.52,0.22,0.52
20260734,satcap,2,100,22.5,0.22,0.5
20260735,no_action,0,100,46.0,0.46,0.0
20260735,no_action,1,100,46.0,0.46,0.0
20260735,no_action,2,100,46.0,0.46,0.0
20260735,reactive,0,100,16.48,0.16,0.48
20260735,reactive,1,100,22.48,0.22,0.48
20260735,reactive,2,100,24.48,0.24,0.48
20260735,snapshot,0,100,38.14,0.38,0.14
20260735,snapshot,1,100,38.14,0.38,0.14
20260735,snapshot,2,100,40.16,0.4,0.16
20260735,satcap,0,100,42.12,0.42,0.12
20260735,satcap,1,100,38.14,0.38,0.14
20260735,satcap,2,100,36.14,0.36,0.14
20260736,no_action,0,100,86.0,0.86,0.0
20260736,no_action,1,100,86.0,0.86,0.0
20260736,no_action,2,100,86.0,0.86,0.0
20260736,reactive,0,100,6.88,0.06,0.88
20260736,reactive,1,100,4.9,0.04,0.9
20260736,reactive,2,100,8.9,0.08,0.9
20260736,snapshot,0,100,16.76,0.16,0.76
20260736,snapshot,1,100,10.78,0.1,0.78
20260736,snapshot,2,100,14.800000000000002,0.14,0.8
20260736,satcap,0,100,6.88,0.06,0.88
20260736,satcap,1,100,4.9,0.04,0.9
20260736,satcap,2,100,8.9,0.08,0.9
20260737,no_action,0,100,54.0,0.54,0.0
20260737,no_action,1,100,54.0,0.54,0.0
20260737,no_action,2,100,54.0,0.54,0.0
20260737,reactive,0,100,10.54,0.1,0.54
20260737,reactive,1,100,16.52,0.16,0.52
20260737,reactive,2,100,18.52,0.18,0.52
20260737,snapshot,0,100,4.76,0.04,0.76
20260737,snapshot,1,100,8.76,0.08,0.76
20260737,snapshot,2,100,14.740000000000002,0.14,0.74
20260737,satcap,0,100,10.54,0.1,0.54
20260737,satcap,1,100,16.52,0.16,0.52
20260737,satcap,2,100,18.52,0.18,0.52
20260738,no_action,0,100,64.0,0.64,0.0
20260738,no_action,1,100,64.0,0.64,0.0
20260738,no_action,2,100,64.0,0.64,0.0
20260738,reactive,0,100,16.62,0.16,0.62
20260738,reactive,1,100,22.6,0.22,0.6
20260738,reactive,2,100,18.6,0.18,0.6
20260738,snapshot,0,100,14.640000000000002,0.14,0.64
20260738,snapshot,1,100,22.62,0.22,0.62
20260738,snapshot,2,100,18.62,0.18,0.62
20260738,satcap,0,100,16.62,0.16,0.62
20260738,satcap,1,100,22.6,0.22,0.6
20260738,satcap,2,100,18.6,0.18,0.6
20260739,no_action,0,100,57.99999999999999,0.58,0.0
20260739,no_action,1,100,57.99999999999999,0.58,0.0
20260739,no_action,2,100,57.99999999999999,0.58,0.0
20260739,reactive,0,100,18.56,0.18,0.56
20260739,reactive,1,100,20.54,0.2,0.54
20260739,reactive,2,100,20.54,0.2,0.54
20260739,snapshot,0,100,4.8,0.04,0.8
20260739,snapshot,1,100,6.78,0.06,0.78
20260739,snapshot,2,100,8.78,0.08,0.78
20260739,satcap,0,100,18.56,0.18,0.56
20260739,satcap,1,100,20.54,0.2,0.54
20260739,satcap,2,100,20.54,0.2,0.54
20260740,no_action,0,100,54.0,0.54,0.0
20260740,no_action,1,100,54.0,0.54,0.0
20260740,no_action,2,100,54.0,0.54,0.0
20260740,reactive,0,100,16.52,0.16,0.52
20260740,reactive,1,100,16.52,0.16,0.52
20260740,reactive,2,100,18.5,0.18,0.5
20260740,snapshot,0,100,18.46,0.18,0.46
20260740,snapshot,1,100,20.46,0.2,0.46
20260740,snapshot,2,100,22.44,0.22,0.44
20260740,satcap,0,100,16.52,0.16,0.52
20260740,satcap,1,100,16.52,0.16,0.52
20260740,satcap,2,100,18.5,0.18,0.5
20260741,no_action,0,100,52.0,0.52,0.0
20260741,no_action,1,100,52.0,0.52,0.0
20260741,no_action,2,100,52.0,0.52,0.0
20260741,reactive,0,100,16.5,0.16,0.5
20260741,reactive,1,100,22.48,0.22,0.48
20260741,reactive,2,100,20.48,0.2,0.48
20260741,snapshot,0,100,6.76,0.06,0.76
20260741,snapshot,1,100,8.76,0.08,0.76
20260741,snapshot,2,100,12.74,0.12,0.74
20260741,satcap,0,100,16.5,0.16,0.5
20260741,satcap,1,100,22.48,0.22,0.48
20260741,satcap,2,100,20.48,0.2,0.48
20260742,no_action,0,100,46.0,0.46,0.0
20260742,no_action,1,100,46.0,0.46,0.0
20260742,no_action,2,100,46.0,0.46,0.0
20260742,reactive,0,100,22.48,0.22,0.48
20260742,reactive,1,100,26.48,0.26,0.48
20260742,reactive,2,100,22.5,0.22,0.5
20260742,snapshot,0,100,22.5,0.22,0.5
20260742,snapshot,1,100,20.52,0.2,0.52
20260742,snapshot,2,100,20.54,0.2,0.54
20260742,satcap,0,100,22.48,0.22,0.48
20260742,satcap,1,100,26.48,0.26,0.48
20260742,satcap,2,100,22.5,0.22,0.5
20260743,no_action,0,100,74.0,0.74,0.0
20260743,no_action,1,100,74.0,0.74,0.0
20260743,no_action,2,100,74.0,0.74,0.0
20260743,reactive,0,100,10.74,0.1,0.74
20260743,reactive,1,100,12.74,0.12,0.74
20260743,reactive,2,100,14.760000000000002,0.14,0.76
20260743,snapshot,0,100,12.78,0.12,0.78
20260743,snapshot,1,100,12.78,0.12,0.78
20260743,snapshot,2,100,18.78,0.18,0.78
20260743,satcap,0,100,10.74,0.1,0.74
20260743,satcap,1,100,12.74,0.12,0.74
20260743,satcap,2,100,14.760000000000002,0.14,0.76
20260744,no_action,0,100,42.0,0.42,0.0
20260744,no_action,1,100,42.0,0.42,0.0
20260744,no_action,2,100,42.0,0.42,0.0
20260744,reactive,0,100,14.420000000000002,0.14,0.42
20260744,reactive,1,100,14.420000000000002,0.14,0.42
20260744,reactive,2,100,20.42,0.2,0.42
20260744,snapshot,0,100,16.5,0.16,0.5
20260744,snapshot,1,100,16.5,0.16,0.5
20260744,snapshot,2,100,20.48,0.2,0.48
20260744,satcap,0,100,14.420000000000002,0.14,0.42
20260744,satcap,1,100,14.420000000000002,0.14,0.42
20260744,satcap,2,100,20.42,0.2,0.42
20260745,no_action,0,100,72.0,0.72,0.0
20260745,no_action,1,100,72.0,0.72,0.0
20260745,no_action,2,100,72.0,0.72,0.0
20260745,reactive,0,100,6.7,0.06,0.7
20260745,reactive,1,100,8.68,0.08,0.68
20260745,reactive,2,100,8.66,0.08,0.66
20260745,snapshot,0,100,8.72,0.08,0.72
20260745,snapshot,1,100,10.72,0.1,0.72
20260745,snapshot,2,100,10.7,0.1,0.7
20260745,satcap,0,100,6.7,0.06,0.7
20260745,satcap,1,100,8.68,0.08,0.68
20260745,satcap,2,100,8.66,0.08,0.66
20260746,no_action,0,100,38.0,0.38,0.0
20260746,no_action,1,100,38.0,0.38,0.0
20260746,no_action,2,100,38.0,0.38,0.0
20260746,reactive,0,100,22.36,0.22,0.36
20260746,reactive,1,100,22.36,0.22,0.36
20260746,reactive,2,100,20.38,0.2,0.38
20260746,snapshot,0,100,18.4,0.18,0.4
20260746,snapshot,1,100,22.4,0.22,0.4
20260746,snapshot,2,100,24.4,0.24,0.4
20260746,satcap,0,100,22.36,0.22,0.36
20260746,satcap,1,100,22.36,0.22,0.36
20260746,satcap,2,100,20.38,0.2,0.38
20260747,no_action,0,100,48.0,0.48,0.0
20260747,no_action,1,100,48.0,0.48,0.0
20260747,no_action,2,100,48.0,0.48,0.0
20260747,reactive,0,100,20.48,0.2,0.48
20260747,reactive,1,100,28.500000000000004,0.28,0.5
20260747,reactive,2,100,32.5,0.32,0.5
20260747,snapshot,0,100,14.620000000000001,0.14,0.62
20260747,snapshot,1,100,16.6,0.16,0.6
20260747,snapshot,2,100,26.6,0.26,0.6
20260747,satcap,0,100,20.48,0.2,0.48
20260747,satcap,1,100,28.500000000000004,0.28,0.5
20260747,satcap,2,100,32.5,0.32,0.5
20260748,no_action,0,100,38.0,0.38,0.0
20260748,no_action,1,100,38.0,0.38,0.0
20260748,no_action,2,100,38.0,0.38,0.0
20260748,reactive,0,100,16.38,0.16,0.38
20260748,reactive,1,100,18.4,0.18,0.4
20260748,reactive,2,100,18.4,0.18,0.4
20260748,snapshot,0,100,10.62,0.1,0.62
20260748,snapshot,1,100,18.62,0.18,0.62
20260748,snapshot,2,100,18.62,0.18,0.62
20260748,satcap,0,100,16.38,0.16,0.38
20260748,satcap,1,100,18.4,0.18,0.4
20260748,satcap,2,100,18.4,0.18,0.4
20260749,no_action,0,100,86.0,0.86,0.0
20260749,no_action,1,100,86.0,0.86,0.0
20260749,no_action,2,100,86.0,0.86,0.0
20260749,reactive,0,100,10.86,0.1,0.86
20260749,reactive,1,100,10.86,0.1,0.86
20260749,reactive,2,100,10.86,0.1,0.86
20260749,snapshot,0,100,18.72,0.18,0.72
20260749,snapshot,1,100,24.72,0.24,0.72
20260749,snapshot,2,100,22.72,0.22,0.72
20260749,satcap,0,100,10.86,0.1,0.86
20260749,satcap,1,100,10.86,0.1,0.86
20260749,satcap,2,100,10.86,0.1,0.86
20260750,no_action,0,100,64.0,0.64,0.0
20260750,no_action,1,100,64.0,0.64,0.0
20260750,no_action,2,100,64.0,0.64,0.0
20260750,reactive,0,100,14.640000000000002,0.14,0.64
20260750,reactive,1,100,18.64,0.18,0.64
20260750,reactive,2,100,18.64,0.18,0.64
20260750,snapshot,0,100,58.17999999999999,0.58,0.18
20260750,snapshot,1,100,54.18,0.54,0.18
20260750,snapshot,2,100,54.18,0.54,0.18
20260750,satcap,0,100,14.640000000000002,0.14,0.64
20260750,satcap,1,100,18.64,0.18,0.64
20260750,satcap,2,100,18.64,0.18,0.64
20260751,no_action,0,100,62.0,0.62,0.0
20260751,no_action,1,100,62.0,0.62,0.0
20260751,no_action,2,100,62.0,0.62,0.0
20260751,reactive,0,100,22.62,0.22,0.62
20260751,reactive,1,100,18.62,0.18,0.62
20260751,reactive,2,100,26.6,0.26,0.6
20260751,snapshot,0,100,20.54,0.2,0.54
20260751,snapshot,1,100,26.56,0.26,0.56
20260751,snapshot,2,100,32.54,0.32,0.54
20260751,satcap,0,100,22.62,0.22,0.62
20260751,satcap,1,100,18.62,0.18,0.62
20260751,satcap,2,100,26.6,0.26,0.6
20260752,no_action,0,100,72.0,0.72,0.0
20260752,no_action,1,100,72.0,0.72,0.0
20260752,no_action,2,100,72.0,0.72,0.0
20260752,reactive,0,100,12.74,0.12,0.74
20260752,reactive,1,100,20.74,0.2,0.74
20260752,reactive,2,100,18.74,0.18,0.74
20260752,snapshot,0,100,10.88,0.1,0.88
20260752,snapshot,1,100,12.88,0.12,0.88
20260752,snapshot,2,100,10.88,0.1,0.88
20260752,satcap,0,100,12.74,0.12,0.74
20260752,satcap,1,100,20.74,0.2,0.74
20260752,satcap,2,100,18.74,0.18,0.74
20260753,no_action,0,100,72.0,0.72,0.0
20260753,no_action,1,100,72.0,0.72,0.0
20260753,no_action,2,100,72.0,0.72,0.0
20260753,reactive,0,100,14.720000000000002,0.14,0.72
20260753,reactive,1,100,16.72,0.16,0.72
20260753,reactive,2,100,18.7,0.18,0.7
20260753,snapshot,0,100,22.68,0.22,0.68
20260753,snapshot,1,100,26.66,0.26,0.66
20260753,snapshot,2,100,18.66,0.18,0.66
20260753,satcap,0,100,14.720000000000002,0.14,0.72
20260753,satcap,1,100,16.72,0.16,0.72
20260753,satcap,2,100,18.7,0.18,0.7
20260754,no_action,0,100,90.0,0.9,0.0
20260754,no_action,1,100,90.0,0.9,0.0
20260754,no_action,2,100,90.0,0.9,0.0
20260754,reactive,0,100,6.9,0.06,0.9
20260754,reactive,1,100,8.9,0.08,0.9
20260754,reactive,2,100,10.9,0.1,0.9
20260754,snapshot,0,100,8.88,0.08,0.88
20260754,snapshot,1,100,12.86,0.12,0.86
